loan_id,region,loan_type,credit_score,loan_balance,debt_ratio,num_delinquencies,years_since_orig,default_prob,default_flag
L000680,大阪,事業資金,686,9625906,0.383,2,3.0,0.367129,1
L000681,大阪,住宅ローン,375,30576349,0.262,4,1.0,0.916353,1
L000682,東京,カードローン,385,19532317,0.481,1,5.0,0.983745,1
L000683,札幌,事業資金,708,15340070,0.52,2,2.0,0.206754,0
L000684,東京,カードローン,745,32781493,0.827,1,2.0,0.160968,0
L000685,大阪,マイカーローン,345,35196427,0.509,2,1.0,0.94161,1
L000686,東京,カードローン,539,36861888,0.11,1,2.0,0.782156,1
L000687,東京,マイカーローン,531,24257076,0.643,0,1.5,0.706687,1
L000688,東京,マイカーローン,785,41660398,0.701,2,3.0,0.125232,0
L000689,福岡,カードローン,570,14384872,0.774,3,3.0,0.823883,0
L000690,東京,住宅ローン,619,23895528,0.517,1,5.0,0.815936,0
L000691,東京,住宅ローン,728,15065130,0.561,4,1.0,0.095274,0
L000692,東京,カードローン,538,30008185,0.797,0,3.0,0.900473,0
L000693,大阪,事業資金,624,16033467,0.871,1,2.0,0.501468,1
L000694,大阪,カードローン,779,24209004,0.731,4,2.0,0.121433,0
L000695,東京,住宅ローン,742,16315518,0.623,3,5.0,0.362963,0
L000696,札幌,住宅ローン,588,45139817,0.55,2,2.0,0.620447,0
L000697,福岡,マイカーローン,339,18896619,0.125,2,3.0,0.973546,1
L000698,福岡,事業資金,400,11398763,0.521,2,1.5,0.972016,1
L000699,名古屋,事業資金,753,25443665,0.787,2,1.0,0.063351,0
L000700,東京,住宅ローン,547,6426752,0.689,4,5.0,0.958944,1
L000701,札幌,住宅ローン,797,27275996,0.935,4,2.0,0.077966,0
L000702,東京,住宅ローン,789,47588532,0.663,4,1.5,0.05859,0
L000703,福岡,マイカーローン,382,3418815,0.933,2,2.0,0.989592,1
L000704,大阪,住宅ローン,510,8553262,0.417,3,3.0,0.937821,1
L000705,福岡,カードローン,460,40384663,0.568,4,1.5,0.896129,0
L000706,東京,住宅ローン,709,15855071,0.835,1,1.0,0.099491,0
L000707,名古屋,マイカーローン,838,21061968,0.86,3,7.0,0.162277,0
L000708,東京,住宅ローン,601,36750147,0.807,2,1.0,0.306484,1
L000709,福岡,カードローン,573,35540389,0.703,1,2.0,0.675313,0
L000710,札幌,カードローン,423,31978375,0.612,0,2.0,0.995665,1
L000711,大阪,カードローン,778,39393398,0.488,2,5.0,0.235761,0
L000712,福岡,住宅ローン,813,43879235,0.381,2,1.5,0.04546,0
L000713,名古屋,カードローン,490,7208938,0.618,0,1.5,0.810189,0
L000714,東京,住宅ローン,705,20155049,0.236,4,1.0,0.139592,0
L000715,大阪,マイカーローン,302,30532122,0.134,1,5.0,0.9999,1
L000716,東京,カードローン,558,22926891,0.424,1,3.0,0.829927,0
L000717,東京,事業資金,683,10564780,0.654,2,1.0,0.1644,0
L000718,東京,カードローン,845,49816048,0.481,0,2.0,0.073204,0
L000719,東京,カードローン,439,22226130,0.364,4,7.0,0.987942,1
L000720,大阪,住宅ローン,841,41462367,0.36,0,7.0,0.157765,0
L000721,大阪,住宅ローン,463,7140127,0.596,2,3.0,0.967186,1
L000722,東京,カードローン,308,38954839,0.636,1,1.5,0.980288,0
L000723,大阪,カードローン,362,32051703,0.33,3,3.0,0.975028,1
L000724,名古屋,住宅ローン,681,13857681,0.743,1,2.0,0.304117,1
L000725,札幌,住宅ローン,822,47022516,0.135,4,7.0,0.194224,0
L000726,東京,事業資金,834,3369225,0.213,3,0.5,0.016132,0
L000727,大阪,カードローン,714,26510573,0.906,0,2.0,0.207115,0
L000728,福岡,マイカーローン,451,5922107,0.641,2,2.0,0.939924,1
L000729,大阪,住宅ローン,385,4963217,0.237,4,3.0,0.9999,1
L000730,大阪,住宅ローン,503,18594043,0.285,1,3.0,0.942477,1
L000731,東京,マイカーローン,387,12951505,0.865,1,3.0,0.99165,1
L000732,福岡,住宅ローン,510,42463735,0.074,4,3.0,0.939189,1
L000733,名古屋,事業資金,390,41328434,0.189,1,3.0,0.9999,0
L000734,東京,カードローン,652,49519360,0.115,0,1.5,0.295365,1
L000735,大阪,住宅ローン,533,13052421,0.815,2,5.0,0.997089,1
L000736,東京,住宅ローン,509,4902703,0.624,4,2.0,0.872639,1
L000737,大阪,カードローン,673,10312287,0.225,3,2.0,0.327392,0
L000738,東京,マイカーローン,731,45979469,0.835,4,5.0,0.377457,0
L000739,札幌,カードローン,353,35101391,0.759,3,3.0,0.988754,1
L000740,札幌,住宅ローン,604,7668769,0.677,0,2.0,0.520477,0
L000741,東京,住宅ローン,719,48171645,0.416,2,0.5,0.037331,0
L000742,大阪,事業資金,390,24678259,0.312,4,0.5,0.675315,1
L000743,大阪,住宅ローン,562,35429668,0.55,1,5.0,0.959312,1
L000744,東京,住宅ローン,823,12059536,0.713,1,1.0,0.057978,0
L000745,名古屋,マイカーローン,838,22109069,0.825,4,3.0,0.082138,0
L000746,大阪,住宅ローン,592,24663561,0.615,2,3.0,0.747143,0
L000747,札幌,住宅ローン,443,6282319,0.786,0,1.5,0.903512,1
L000748,東京,カードローン,492,17451640,0.171,0,2.0,0.894133,0
L000749,名古屋,住宅ローン,523,22386823,0.591,1,2.0,0.799834,1
L000750,東京,マイカーローン,627,10368673,0.293,2,2.0,0.47925,0
L000751,名古屋,住宅ローン,517,28255767,0.797,0,5.0,0.9999,1
L000752,大阪,住宅ローン,790,21973961,0.213,4,7.0,0.298352,0
L000753,東京,事業資金,517,36648026,0.742,0,1.0,0.587085,0
L000754,福岡,住宅ローン,722,31536337,0.358,0,2.0,0.199261,0
L000755,東京,カードローン,487,35428558,0.67,0,1.5,0.823629,1
L000756,福岡,事業資金,586,38146146,0.193,1,5.0,0.928044,0
L000757,福岡,カードローン,596,40755243,0.135,0,2.0,0.585307,1
L000758,大阪,カードローン,547,583936,0.923,0,2.0,0.76773,1
L000759,大阪,カードローン,444,23964868,0.564,1,3.0,0.96081,0
L000760,札幌,カードローン,447,41901972,0.583,0,3.0,0.981368,1
L000761,名古屋,事業資金,452,34484793,0.194,1,3.0,0.9999,0
L000762,福岡,住宅ローン,727,10689714,0.936,2,2.0,0.173999,0
L000763,名古屋,事業資金,549,35786431,0.74,2,2.0,0.771892,0
L000764,札幌,カードローン,607,48105367,0.626,1,1.5,0.442411,0
L000765,福岡,カードローン,532,10770692,0.245,0,5.0,0.936655,1
L000766,東京,カードローン,658,7905215,0.481,1,5.0,0.694511,0
L000767,名古屋,カードローン,541,11419158,0.161,1,2.0,0.761083,0
L000768,東京,カードローン,682,41919745,0.368,0,2.0,0.301914,0
L000769,大阪,マイカーローン,345,33186895,0.247,4,1.0,0.946817,1
L000770,福岡,マイカーローン,789,7126216,0.866,0,1.0,0.052099,0
L000771,名古屋,カードローン,395,49986056,0.282,1,1.0,0.873011,0
L000772,札幌,住宅ローン,801,26533870,0.789,2,3.0,0.125662,0
L000773,大阪,事業資金,771,19929732,0.261,4,5.0,0.252434,0
L000774,東京,マイカーローン,589,48059881,0.214,3,1.0,0.407216,0
L000775,札幌,マイカーローン,759,3640029,0.173,4,7.0,0.426531,0
L000776,福岡,カードローン,740,9219727,0.1,0,2.0,0.181699,0
L000777,札幌,マイカーローン,447,16628386,0.874,3,5.0,0.98238,1
L000778,東京,住宅ローン,317,201085,0.306,1,7.0,0.9999,1
L000779,東京,マイカーローン,505,15118869,0.432,1,5.0,0.97387,1
L000780,大阪,カードローン,739,42019277,0.699,2,2.0,0.148419,0
L000781,福岡,住宅ローン,664,42747346,0.585,0,0.5,0.097945,1
L000782,福岡,カードローン,504,23722759,0.824,0,2.0,0.873521,1
L000783,東京,カードローン,622,11535275,0.869,4,2.0,0.492106,0
L000784,札幌,カードローン,348,9236080,0.67,3,0.5,0.734828,1
L000785,福岡,住宅ローン,387,6863771,0.86,0,5.0,0.9999,1
L000786,札幌,事業資金,507,11795611,0.506,1,1.0,0.638994,1
L000787,福岡,事業資金,782,46698905,0.783,3,3.0,0.152365,0
L000788,福岡,カードローン,689,1283480,0.195,4,1.5,0.215105,0
L000789,福岡,事業資金,796,31016213,0.808,3,2.0,0.115556,0
L000790,名古屋,事業資金,714,10158458,0.197,3,2.0,0.221174,0
L000791,名古屋,事業資金,325,41725746,0.894,4,3.0,0.9999,1
L000792,東京,カードローン,475,11036426,0.358,0,2.0,0.908669,1
L000793,福岡,住宅ローン,473,1419719,0.313,0,2.0,0.907394,1
L000794,大阪,住宅ローン,410,18959334,0.74,4,0.5,0.623352,1
L000795,東京,カードローン,784,32202756,0.164,0,1.0,0.055893,0
L000796,大阪,カードローン,525,33648105,0.427,1,3.0,0.942917,1
L000797,福岡,カードローン,753,49017696,0.262,2,3.0,0.197236,0
L000798,大阪,住宅ローン,735,15947778,0.516,1,3.0,0.236057,0
L000799,東京,住宅ローン,460,49558039,0.315,0,1.0,0.767217,1
L000800,札幌,住宅ローン,412,15597454,0.117,0,1.5,0.961009,1
L000801,東京,マイカーローン,717,19701355,0.126,4,1.5,0.137053,0
L000802,名古屋,カードローン,473,27085290,0.937,1,5.0,0.9999,0
L000803,東京,住宅ローン,350,21685138,0.872,1,5.0,0.971413,1
L000804,福岡,カードローン,427,42932248,0.921,0,5.0,0.9999,0
L000805,札幌,事業資金,571,37928736,0.944,4,7.0,0.956364,0
L000806,東京,住宅ローン,313,4716533,0.9,1,7.0,0.994091,1
L000807,東京,住宅ローン,527,37776289,0.912,2,3.0,0.91644,1
L000808,札幌,カードローン,821,44030042,0.142,2,2.0,0.066781,0
L000809,東京,事業資金,779,5344801,0.536,1,5.0,0.225049,0
L000810,名古屋,カードローン,430,13766336,0.546,3,2.0,0.935213,0
L000811,福岡,カードローン,311,28800687,0.08,0,5.0,0.985988,1
L000812,福岡,カードローン,376,22304814,0.497,4,1.0,0.911827,1
L000813,東京,カードローン,829,24680740,0.074,2,2.0,0.058692,0
L000814,東京,事業資金,671,36719128,0.879,4,2.0,0.330206,0
L000815,大阪,カードローン,586,25833180,0.771,3,2.0,0.621061,1
L000816,東京,カードローン,819,25597499,0.195,1,2.0,0.066667,0
L000817,東京,住宅ローン,829,2924335,0.244,2,3.0,0.097853,0
L000818,東京,カードローン,561,9344134,0.564,0,3.0,0.873959,0
L000819,札幌,事業資金,602,35721786,0.45,4,7.0,0.942963,1
L000820,東京,事業資金,448,11525008,0.274,4,1.5,0.893515,1
L000821,札幌,カードローン,827,24587462,0.527,0,1.0,0.023979,0
L000822,福岡,事業資金,324,9127726,0.752,4,3.0,0.9999,1
L000823,東京,事業資金,442,42625397,0.058,3,1.5,0.918791,1
L000824,福岡,カードローン,712,42018280,0.444,1,1.5,0.154825,0
L000825,東京,住宅ローン,361,12370692,0.784,0,1.0,0.925936,1
L000826,東京,マイカーローン,387,20272209,0.798,3,2.0,0.982584,1
L000827,大阪,事業資金,717,24313840,0.679,3,2.0,0.199338,0
L000828,福岡,カードローン,467,402504,0.49,3,7.0,0.999104,0
L000829,大阪,住宅ローン,493,31528329,0.339,2,3.0,0.969009,1
L000830,大阪,カードローン,450,16450000,0.157,3,3.0,0.979506,1
L000831,東京,カードローン,836,6450713,0.891,4,3.0,0.06683,0
L000832,札幌,事業資金,500,17956914,0.409,0,1.5,0.823302,1
L000833,名古屋,カードローン,694,17034086,0.249,3,5.0,0.537255,0
L000834,東京,カードローン,570,12748487,0.301,3,1.0,0.444559,0
L000835,名古屋,マイカーローン,306,32838363,0.629,0,3.0,0.9999,1
L000836,東京,カードローン,409,34165938,0.355,4,1.0,0.853773,1
L000837,大阪,カードローン,718,47495746,0.092,3,2.0,0.194869,0
L000838,名古屋,事業資金,364,159607,0.626,4,1.5,0.990998,1
L000839,東京,事業資金,345,48662482,0.458,2,3.0,0.9999,1
L000840,名古屋,マイカーローン,437,8906236,0.222,1,1.0,0.817924,1
L000841,福岡,事業資金,557,30044463,0.685,2,2.0,0.71501,1
L000842,名古屋,住宅ローン,535,21693002,0.23,3,0.5,0.336094,1
L000843,札幌,事業資金,323,48871841,0.355,4,1.5,0.996237,1
L000844,札幌,カードローン,849,23050145,0.806,3,3.0,0.074104,0
L000845,名古屋,事業資金,423,3397864,0.737,2,2.0,0.953336,1
L000846,東京,マイカーローン,510,8481312,0.448,3,2.0,0.872513,0
L000847,福岡,カードローン,840,17176976,0.79,2,3.0,0.094361,0
L000848,東京,カードローン,745,40779268,0.342,3,2.0,0.151275,0
L000849,東京,住宅ローン,746,36455166,0.327,4,1.5,0.123946,1
L000850,名古屋,カードローン,400,25187912,0.911,3,5.0,0.997757,1
L000851,名古屋,カードローン,714,9885353,0.86,2,2.0,0.225969,0
L000852,福岡,カードローン,409,23416922,0.867,2,0.5,0.606368,1
L000853,福岡,マイカーローン,422,41116603,0.873,1,1.0,0.837487,1
L000854,大阪,カードローン,614,41702349,0.613,2,2.0,0.546544,0
L000855,東京,住宅ローン,515,34583478,0.072,2,0.5,0.370021,1
L000856,東京,住宅ローン,388,34043126,0.156,2,2.0,0.994284,1
L000857,福岡,住宅ローン,736,27299206,0.386,1,7.0,0.475792,0
L000858,東京,カードローン,312,5817881,0.19,2,3.0,0.998155,1
L000859,大阪,カードローン,725,26414833,0.494,2,1.5,0.140981,1
L000860,東京,事業資金,671,29780739,0.868,3,1.0,0.16331,0
L000861,東京,住宅ローン,719,48422404,0.205,3,2.0,0.17203,0
L000862,東京,事業資金,751,4064143,0.631,4,3.0,0.226775,0
L000863,名古屋,事業資金,430,13995628,0.7,3,3.0,0.9999,1
L000864,札幌,住宅ローン,307,18542180,0.275,2,3.0,0.9999,1
L000865,東京,住宅ローン,650,44274049,0.209,2,2.0,0.404226,0
L000866,東京,カードローン,496,10400837,0.131,2,2.0,0.88943,1
L000867,札幌,マイカーローン,549,4522977,0.292,2,5.0,0.969592,1
L000868,大阪,住宅ローン,564,29180725,0.126,0,0.5,0.260332,0
L000869,大阪,住宅ローン,841,1418699,0.516,1,1.5,0.052691,0
L000870,大阪,カードローン,390,2710361,0.684,3,1.5,0.952841,1
L000871,福岡,カードローン,431,4148313,0.542,1,7.0,0.980004,1
L000872,東京,住宅ローン,372,47690770,0.367,2,2.0,0.989826,1
L000873,名古屋,事業資金,773,30612821,0.609,1,1.0,0.091977,0
L000874,東京,住宅ローン,684,29185311,0.726,3,5.0,0.589781,0
L000875,東京,事業資金,607,33113355,0.457,0,2.0,0.554144,0
L000876,東京,住宅ローン,812,19074810,0.415,1,2.0,0.069217,0
L000877,福岡,事業資金,662,7994358,0.604,2,2.0,0.356748,0
L000878,名古屋,マイカーローン,688,34196678,0.418,0,1.0,0.16209,0
L000879,福岡,カードローン,451,25267520,0.497,2,2.0,0.942385,1
L000880,福岡,住宅ローン,484,5882317,0.277,1,2.0,0.909902,1
L000881,福岡,カードローン,555,15815812,0.171,4,2.0,0.722378,0
L000882,東京,カードローン,408,8936216,0.911,2,2.0,0.978122,1
L000883,東京,事業資金,520,38676524,0.929,2,1.5,0.737995,1
L000884,大阪,住宅ローン,546,33068849,0.307,4,5.0,0.966369,1
L000885,名古屋,住宅ローン,518,5425325,0.252,2,5.0,0.979446,1
L000886,名古屋,事業資金,484,2010653,0.443,0,3.0,0.996857,1
L000887,福岡,カードローン,684,20160301,0.438,1,3.0,0.402646,0
L000888,福岡,マイカーローン,530,24344484,0.678,3,7.0,0.959761,1
L000889,名古屋,マイカーローン,600,44396401,0.772,4,1.0,0.353921,1
L000890,東京,事業資金,647,6915987,0.877,4,1.0,0.221945,0
L000891,大阪,事業資金,590,46708008,0.339,3,1.0,0.378845,1
L000892,大阪,住宅ローン,640,37591170,0.563,0,3.0,0.589395,0
L000893,大阪,住宅ローン,384,40593767,0.648,1,1.0,0.879841,1
L000894,大阪,住宅ローン,411,43067061,0.276,0,3.0,0.9999,1
L000895,大阪,住宅ローン,323,24511151,0.59,1,0.5,0.77451,1
L000896,東京,住宅ローン,789,14943880,0.06,2,0.5,0.00982,0
L000897,東京,事業資金,765,8001860,0.26,4,7.0,0.384812,0
L000898,東京,事業資金,372,18683626,0.294,0,2.0,0.989679,1
L000899,東京,カードローン,779,30066297,0.587,4,3.0,0.172785,0
L000900,東京,事業資金,549,46412372,0.223,3,2.0,0.752083,1
L000901,福岡,カードローン,829,25115733,0.939,3,3.0,0.097205,0
L000902,名古屋,住宅ローン,515,43698734,0.442,4,7.0,0.993905,1
L000903,札幌,カードローン,648,37502697,0.531,2,3.0,0.572431,0
L000904,東京,住宅ローン,572,26260031,0.597,0,2.0,0.681854,1
L000905,東京,住宅ローン,488,32648871,0.804,1,0.5,0.451765,1
L000906,名古屋,カードローン,311,27930661,0.726,0,3.0,0.981346,1
L000907,札幌,住宅ローン,561,24941737,0.549,3,2.0,0.723421,1
L000908,東京,住宅ローン,600,16359465,0.51,3,7.0,0.976023,1
L000909,東京,住宅ローン,580,37055551,0.378,1,3.0,0.807803,0
L000910,名古屋,事業資金,588,36052612,0.166,4,3.0,0.741864,0
L000911,札幌,事業資金,810,14083758,0.222,4,3.0,0.107588,0
L000912,福岡,カードローン,438,41474391,0.169,3,2.0,0.973441,1
L000913,東京,住宅ローン,322,41775217,0.847,3,2.0,0.997299,1
L000914,大阪,カードローン,559,13856058,0.178,4,2.0,0.703279,1
L000915,大阪,カードローン,338,48191554,0.177,2,3.0,0.9999,1
L000916,大阪,カードローン,609,43542403,0.062,3,1.5,0.443889,1
L000917,札幌,住宅ローン,345,15044452,0.775,2,1.0,0.923993,1
L000918,東京,カードローン,771,9657642,0.086,0,5.0,0.237629,0
L000919,名古屋,住宅ローン,396,38591723,0.638,2,3.0,0.980703,0
L000920,札幌,カードローン,653,28584260,0.477,3,5.0,0.688198,1
L000921,東京,マイカーローン,368,27827241,0.414,2,2.0,0.976478,0
L000922,東京,マイカーローン,491,43698871,0.783,0,3.0,0.966741,0
L000923,大阪,マイカーローン,301,11999839,0.12,1,3.0,0.9999,1
L000924,名古屋,カードローン,698,9853075,0.309,2,5.0,0.486643,0
L000925,東京,事業資金,708,49737510,0.256,0,5.0,0.438416,0
L000926,大阪,マイカーローン,666,41423306,0.293,2,1.5,0.266904,0
L000927,大阪,マイカーローン,815,11436386,0.315,4,7.0,0.234312,0
L000928,大阪,カードローン,730,42817199,0.647,3,2.0,0.152967,1
L000929,大阪,事業資金,752,14877291,0.606,0,3.0,0.210098,0
L000930,名古屋,事業資金,683,34717834,0.58,1,7.0,0.705521,0
L000931,東京,住宅ローン,761,4544700,0.872,0,2.0,0.108741,0
L000932,東京,事業資金,414,38905675,0.628,3,3.0,0.9999,1
L000933,大阪,住宅ローン,441,11369522,0.846,4,7.0,0.9999,1
L000934,大阪,マイカーローン,454,5460482,0.747,1,3.0,0.9999,1
L000935,名古屋,マイカーローン,769,44533919,0.102,0,3.0,0.140927,0
L000936,東京,住宅ローン,801,26907195,0.257,1,5.0,0.184832,0
L000937,東京,住宅ローン,615,42016853,0.319,3,5.0,0.843529,0
L000938,名古屋,カードローン,335,7732820,0.587,0,7.0,0.984531,1
L000939,福岡,事業資金,750,41510222,0.184,1,3.0,0.195221,0
L000940,東京,住宅ローン,756,46714840,0.174,2,1.5,0.09185,0
L000941,名古屋,事業資金,369,27421681,0.224,3,1.0,0.9143,1
L000942,札幌,カードローン,676,11528270,0.343,3,1.0,0.16462,0
L000943,福岡,マイカーローン,710,24282240,0.939,1,7.0,0.574627,0
L000944,大阪,事業資金,808,11716098,0.866,1,5.0,0.185944,0
L000945,名古屋,カードローン,767,45429386,0.442,3,3.0,0.170659,1
L000946,札幌,カードローン,319,17530673,0.625,3,5.0,0.9999,1
L000947,大阪,マイカーローン,330,19404103,0.188,4,5.0,0.975976,1
L000948,名古屋,事業資金,475,44820813,0.162,1,2.0,0.957275,1
L000949,東京,住宅ローン,833,25044802,0.103,0,5.0,0.148248,0
L000950,札幌,マイカーローン,790,22771496,0.85,0,1.0,0.054868,0
L000951,名古屋,マイカーローン,772,46126558,0.319,3,7.0,0.334329,0
L000952,名古屋,カードローン,567,16693555,0.398,1,2.0,0.703758,0
L000953,東京,マイカーローン,832,45460574,0.443,4,1.5,0.050554,0
L000954,大阪,カードローン,392,7790720,0.737,0,1.0,0.881083,1
L000955,大阪,カードローン,712,45466612,0.149,4,3.0,0.289187,1
L000956,大阪,事業資金,759,42492131,0.795,3,7.0,0.396841,0
L000957,大阪,住宅ローン,758,45541058,0.697,4,3.0,0.199658,0
L000958,東京,住宅ローン,528,39846411,0.454,1,0.5,0.346772,0
L000959,名古屋,カードローン,495,10657077,0.211,4,1.0,0.681065,0
L000960,札幌,事業資金,620,5995784,0.911,2,2.0,0.531015,1
L000961,東京,住宅ローン,383,11558377,0.196,4,5.0,0.9999,1
L000962,東京,カードローン,362,26804357,0.525,4,3.0,0.998299,1
L000963,東京,カードローン,518,39959029,0.577,3,3.0,0.931507,1
L000964,東京,住宅ローン,743,9029360,0.092,3,5.0,0.356263,0
L000965,大阪,カードローン,842,34286871,0.499,0,1.0,0.0001,0
L000966,東京,住宅ローン,418,45180124,0.419,1,2.0,0.98922,1
L000967,大阪,カードローン,784,41774295,0.591,3,0.5,0.008035,0
L000968,札幌,カードローン,499,48420049,0.816,0,2.0,0.888295,0
L000969,大阪,マイカーローン,822,39491778,0.729,2,5.0,0.151336,0
L000970,大阪,住宅ローン,459,16070883,0.256,3,5.0,0.996246,1
L000971,大阪,住宅ローン,783,11262278,0.403,2,2.0,0.092597,0
L000972,大阪,住宅ローン,790,11303295,0.894,4,3.0,0.140644,0
L000973,名古屋,カードローン,686,46892896,0.256,3,3.0,0.365057,0
L000974,名古屋,カードローン,526,2450450,0.787,2,2.0,0.803787,1
L000975,名古屋,カードローン,596,12026733,0.089,3,1.0,0.363299,1
L000976,福岡,住宅ローン,574,27971497,0.705,0,7.0,0.974542,0
L000977,東京,住宅ローン,349,1730555,0.937,0,3.0,0.990763,1
L000978,大阪,住宅ローン,849,6092147,0.371,3,1.0,0.01334,0
L000979,名古屋,住宅ローン,505,35178841,0.387,4,3.0,0.952797,0
L000980,東京,カードローン,460,40012648,0.789,2,5.0,0.9999,1
L000981,名古屋,カードローン,606,14524578,0.798,0,1.0,0.311123,0
L000982,名古屋,マイカーローン,778,5747748,0.385,4,2.0,0.102088,1
L000983,東京,マイカーローン,502,17706588,0.505,2,7.0,0.9999,1
L000984,名古屋,カードローン,787,40764813,0.409,3,3.0,0.12676,0
L000985,札幌,住宅ローン,309,3450971,0.097,2,5.0,0.9999,1
L000986,名古屋,住宅ローン,824,25266775,0.705,0,1.0,0.012948,0
L000987,名古屋,カードローン,651,42431761,0.169,2,1.5,0.324964,0
L000988,東京,住宅ローン,575,6141338,0.431,4,7.0,0.971088,0
L000989,札幌,カードローン,643,9078555,0.634,0,1.0,0.22725,1
L000990,大阪,カードローン,580,12570229,0.166,4,5.0,0.934325,0
L000991,東京,事業資金,471,32473159,0.687,1,1.0,0.718747,1
L000992,札幌,住宅ローン,522,27012266,0.534,4,3.0,0.932738,1
L000993,福岡,マイカーローン,580,21912446,0.902,2,0.5,0.217079,1
L000994,札幌,マイカーローン,553,25246894,0.518,0,7.0,0.998484,0
L000995,名古屋,住宅ローン,605,27519750,0.798,4,2.0,0.556564,1
L000996,大阪,事業資金,842,11526933,0.751,4,2.0,0.039528,0
L000997,大阪,カードローン,419,24036276,0.874,4,2.0,0.990282,1
L000998,大阪,カードローン,396,3681811,0.092,0,3.0,0.962243,1
L000999,名古屋,マイカーローン,381,36489910,0.159,3,3.0,0.989684,1
L001000,大阪,カードローン,611,23991619,0.443,0,3.0,0.676239,1
L001001,大阪,カードローン,787,36590942,0.75,0,2.0,0.089351,0
L001002,札幌,カードローン,842,40512579,0.864,0,1.0,0.043781,0
L001003,名古屋,カードローン,310,25884778,0.208,3,3.0,0.99124,1
L001004,札幌,事業資金,521,49031911,0.95,4,7.0,0.9999,0
L001005,福岡,住宅ローン,703,8031478,0.637,1,1.5,0.184239,0
L001006,東京,カードローン,534,27068305,0.557,0,2.0,0.785472,0
L001007,札幌,住宅ローン,384,8337739,0.329,0,1.0,0.867719,1
L001008,大阪,マイカーローン,629,18207691,0.359,2,1.0,0.271207,1
L001009,東京,カードローン,444,39981955,0.864,0,1.0,0.778442,1
L001010,東京,事業資金,467,45636140,0.764,2,3.0,0.984425,1
L001011,大阪,住宅ローン,698,36882138,0.602,2,1.5,0.184336,0
L001012,大阪,事業資金,564,10022203,0.277,3,7.0,0.9999,1
L001013,名古屋,事業資金,490,20490173,0.901,4,2.0,0.892444,1
L001014,名古屋,カードローン,687,20025496,0.609,1,3.0,0.390869,0
L001015,大阪,カードローン,752,3540913,0.687,1,3.0,0.216205,0
L001016,福岡,カードローン,556,20125561,0.424,0,2.0,0.7138,0
L001017,大阪,住宅ローン,527,29210119,0.24,1,2.0,0.810127,0
L001018,東京,カードローン,455,11769128,0.899,4,2.0,0.956106,1
L001019,東京,カードローン,683,33499583,0.931,2,7.0,0.697738,0
L001020,東京,住宅ローン,736,4091967,0.447,4,1.0,0.078246,1
L001021,大阪,事業資金,607,32003227,0.201,0,7.0,0.932559,0
L001022,東京,住宅ローン,613,25257336,0.229,0,1.5,0.435324,1
L001023,東京,住宅ローン,672,45265619,0.358,3,5.0,0.638256,0
L001024,東京,事業資金,511,20717863,0.162,2,1.5,0.750492,1
L001025,大阪,カードローン,571,39353160,0.598,4,2.0,0.695533,0
L001026,福岡,カードローン,441,9295200,0.639,4,3.0,0.9999,1
L001027,札幌,住宅ローン,416,39842141,0.516,2,7.0,0.999669,0
L001028,東京,住宅ローン,543,35508067,0.185,1,2.0,0.807399,1
L001029,大阪,カードローン,311,46256781,0.825,3,3.0,0.9999,1
L001030,大阪,事業資金,833,25459931,0.696,2,2.0,0.053919,0
L001031,大阪,カードローン,307,30067595,0.797,2,1.5,0.9999,1
L001032,東京,住宅ローン,627,41310654,0.818,4,7.0,0.87827,0
L001033,大阪,住宅ローン,605,25359519,0.19,2,7.0,0.918996,1
L001034,大阪,住宅ローン,374,33752682,0.646,4,7.0,0.9999,1
L001035,大阪,事業資金,345,12782891,0.205,1,7.0,0.989176,1
L001036,大阪,カードローン,331,21930918,0.6,0,7.0,0.994133,1
L001037,大阪,マイカーローン,384,36222926,0.441,1,3.0,0.999641,1
L001038,名古屋,カードローン,454,16184330,0.104,3,2.0,0.955063,1
L001039,東京,住宅ローン,603,28298495,0.481,1,2.0,0.54824,1
L001040,大阪,住宅ローン,448,29675996,0.565,0,1.5,0.916659,1
L001041,大阪,住宅ローン,475,39909688,0.413,1,2.0,0.938626,0
L001042,福岡,カードローン,358,35360165,0.793,4,5.0,0.9999,1
L001043,大阪,事業資金,761,15865133,0.168,1,7.0,0.404255,0
L001044,札幌,カードローン,680,13336041,0.786,0,3.0,0.413824,0
L001045,福岡,住宅ローン,829,10323398,0.534,4,3.0,0.070926,0
L001046,福岡,カードローン,540,27689175,0.375,0,1.5,0.686425,1
L001047,東京,事業資金,782,30046584,0.729,0,5.0,0.246734,0
L001048,福岡,住宅ローン,783,29248852,0.57,3,2.0,0.104967,0
L001049,大阪,住宅ローン,584,556755,0.355,0,3.0,0.776274,0
L001050,東京,マイカーローン,616,4935556,0.664,1,5.0,0.838224,0
L001051,名古屋,マイカーローン,580,22382717,0.477,2,2.0,0.65005,1
L001052,東京,事業資金,749,48919368,0.837,3,1.0,0.074731,0
L001053,大阪,住宅ローン,490,16172706,0.098,0,3.0,0.972571,1
L001054,大阪,マイカーローン,617,17976935,0.946,1,5.0,0.827825,1
L001055,大阪,住宅ローン,640,46362743,0.456,4,5.0,0.767482,0
L001056,札幌,住宅ローン,458,36648376,0.38,0,1.0,0.779661,1
L001057,福岡,住宅ローン,813,40246351,0.571,3,5.0,0.187189,0
L001058,大阪,マイカーローン,423,26779167,0.676,3,1.5,0.929932,1
